droplet,t,x,x_rec,x_adv
1,8.535,10.026428696712324,8.202402957486138,11.806839186691313
1,8.54,10.043535379926993,8.202402957486138,11.829944547134936
1,8.545,10.05592696647253,8.22550831792976,11.829944547134936
1,8.55,10.072344634941786,8.248613678373383,11.853049907578558
1,8.555,10.087558168013716,8.248613678373383,11.876155268022181
1,8.56,10.101537505758941,8.271719038817006,11.876155268022181
1,8.565,10.117752426770442,8.271719038817006,11.899260628465804
1,8.57,10.133897381357263,8.294824399260628,11.922365988909428
1,8.575,10.148193053557305,8.317929759704251,11.922365988909428
1,8.58,10.164067591185546,8.317929759704251,11.94547134935305
1,8.585,10.179324150156942,8.341035120147875,11.968576709796674
1,8.59,10.192769981062574,8.364140480591498,11.968576709796674
1,8.595,10.209461246570749,8.364140480591498,11.991682070240296
1,8.6,10.224787937912325,8.38724584103512,12.014787430683919
1,8.605,10.238194963894587,8.410351201478743,12.014787430683919
1,8.61,10.25548456994696,8.410351201478743,12.037892791127542
1,8.615,10.269631954564476,8.433456561922366,12.060998151571164
1,8.62,10.284579025070634,8.456561922365989,12.060998151571164
1,8.625,10.3014259074655,8.456561922365989,12.084103512014789
1,8.63,10.315069092439513,8.479667282809611,12.107208872458411
1,8.635,10.329706291778027,8.502772643253236,12.107208872458411
1,8.64,10.346990300917092,8.502772643253236,12.130314232902034
1,8.645,10.361319931306873,8.525878003696858,12.153419593345657
1,8.65,10.37598075790814,8.548983364140481,12.153419593345657
1,8.655,10.392992317074704,8.548983364140481,12.17652495378928
1,8.66,10.407235496912046,8.572088724584104,12.199630314232902
1,8.665,10.421240869794367,8.595194085027726,12.199630314232902
1,8.67,10.439124840591218,8.595194085027726,12.222735674676526
